592 839 151
593 205 820
594 508 665
595 444 181
596 814 60
597 308 625
598 555 512
599 76 447
600 375 42
601 552 639
602 596 561
603 662 353
604 47 889
605 965 593
606 298 598
607 5 833
608 277 836
609 671 352
610 437 380
611 188 539
612 555 309
613 898 343
614 725 599
615 743 336
616 324 853
617 253 556
618 572 171
619 868 426
620 768 832
621 642 557
622 486 79
623 716 166
624 800 793
625 486 188
626 53 265
627 18 877
628 852 573
629 137 870
630 720 313
631 563 193
632 264 548
633 617 698
634 837 898
635 311 748
636 393 602
637 98 741
638 652 260
639 141 267
640 745 715
641 751 235
642 231 170
643 530 338
644 733 249
645 869 583
646 503 134
647 649 439
648 869 324
649 395 351
650 886 837
651 681 0
652 502 874
653 271 670
654 201 41
655 354 570
656 403 267
657 228 732
658 841 439
659 969 379
660 808 586
661 934 306
662 382 210
663 445 841
664 727 939
665 623 439
666 118 246
667 141 813
668 617 421
669 620 776
670 203 303
671 488 651
672 740 576
673 394 179
674 372 555
675 686 362
676 801 481
677 33 553
678 450 303
679 0 414
680 681 816
681 293 84
682 86 804
683 406 991
684 364 527
685 615 281
686 450 489
687 634 752
688 379 952
689 740 523
690 819 26
691 844 395
692 342 524
693 838 28
694 281 991
695 483 575
696 433 402
697 285 418
698 4 129
699 78 970
700 883 658
701 475 308
702 782 427
703 986 564
704 814 879
705 324 594
706 803 517
707 377 424
708 998 290
709 362 370
710 870 121
711 959 544
712 390 773
713 538 640
714 501 535
715 224 538
716 490 384
717 157 261
718 649 405
719 232 252
720 888 239
721 577 789
722 962 248
723 197 570
724 561 882
725 569 153
726 827 503
727 404 0
728 764 491
729 481 327
730 627 53
731 217 801
732 588 542
733 597 444
734 930 495
735 206 734
736 518 800
737 345 6
738 570 622
739 656 726
740 584 728
741 240 128
742 818 866
743 982 985
744 919 709
745 709 993
746 104 683
747 813 394
748 826 661
749 200 933
750 2 132
751 779 213
752 667 941
753 201 827
754 428 119
755 249 390
756 167 623
757 84 727
758 259 55
759 558 53
760 971 529
761 908 900
762 838 916
763 486 955
764 515 625
765 576 699
766 54 935
767 6 947
768 565 639
769 991 956
770 982 429
771 573 763
772 995 22
773 110 804
774 257 484
775 475 677
776 637 610
777 34 114
778 667 492
779 11 833
780 284 597
781 531 980
782 659 785
783 522 287
784 189 696
785 637 903
786 714 846
787 540 87
788 621 588
789 234 634
790 801 832
791 571 904
792 330 20
793 738 820
794 370 413
795 296 57
796 995 185
797 306 900
798 587 149
799 185 949
800 981 225
801 188 914
802 765 897
803 826 233
804 4 979
805 143 161
806 209 996
807 451 251
808 515 346
809 44 876
810 921 209
811 466 554
812 900 863
813 67 347
814 872 655
815 976 544
816 822 376
817 123 162
818 815 238
819 588 547
820 295 900
821 417 496
822 816 293
823 6 867
824 299 49
825 275 626
826 991 444
827 198 611
828 56 639
829 644 90
830 137 917
831 141 356
832 261 323
833 905 177
834 218 787
835 416 938
836 871 392
837 884 659
838 917 904
839 184 929
840 286 73
841 230 957
842 708 486
843 299 592
844 986 971
845 521 154
846 150 613
847 586 371
848 981 492
849 776 534
850 376 113
851 545 218
852 627 375
853 241 584
854 963 582
855 13 303
856 672 696
857 610 615
858 658 516
859 544 906
860 588 942
861 71 438
862 651 806
863 526 556
864 528 41
865 815 783
866 373 75
867 309 695
868 504 447
869 913 359
870 999 596
871 868 438
872 597 641
873 698 753
874 141 790
875 755 221
876 295 673
877 52 595
878 415 522
879 376 386
880 284 598
881 239 640
882 851 705
883 853 12
884 282 923
885 172 725
886 357 935
887 993 527
888 740 433
889 280 753
890 677 154
891 138 927
892 490 998
893 341 144
894 568 574
895 902 622
896 688 234
897 950 413
898 146 351
899 88 239
900 613 131
901 499 826
902 602 754
903 272 909
904 168 1
905 827 278
906 759 804
907 861 859
908 165 376
909 925 850
910 160 637
911 612 341
912 712 702
913 343 697
914 660 64
915 900 213
916 306 956
917 198 203
918 720 81
919 248 718
920 440 538
921 920 582
922 858 303
923 893 255
924 833 65
925 141 343
926 975 576
927 402 212
928 586 913
929 354 298
930 497 232
931 609 131
932 866 634
933 259 41
934 562 759
935 395 790
936 948 608
937 926 72
938 681 839
939 83 979
940 688 541
941 163 988
942 604 16
943 454 27
944 766 669
945 762 425
946 342 471
947 675 386
948 279 795
949 478 670
950 539 654
951 639 816
952 520 498
953 924 119
954 670 740
955 492 978
956 15 162
957 746 14
958 761 172
959 379 477
960 163 648
961 743 124
962 586 763
963 660 663
964 48 758
965 814 306
966 558 99
967 125 747
968 269 831
969 886 111
970 764 236
971 980 9
972 856 93
973 209 875
974 849 922
975 614 182
976 615 629
977 668 956
978 713 840
979 429 278
980 477 75
981 6 52
982 223 597
983 243 440
984 688 415
985 98 770
986 399 473
987 36 595
988 914 472
989 678 885
990 779 134
991 66 968
992 611 978
993 160 941
994 926 825
995 615 767
996 213 325
997 440 144
998 269 772
999 893 572
